MoveNumber,Side,Move,FEN,GameNumber
13,white,O-O,rnbq1rk1pp3ppp4pn22pp41bPP42NBPN2PP3PPPR1BQ1RK1,539
14,black,Nc6,r1bq1rk1pp3ppp2n1pn22pp41bPP42NBPN2PP3PPPR1BQ1RK1,539
15,white,a3,r1bq1rk1pp3ppp2n1pn22pp41bPP4P1NBPN21P3PPPR1BQ1RK1,539
16,black,Bxc3,r1bq1rk1pp3ppp2n1pn22pp42PP4P1bBPN21P3PPPR1BQ1RK1,539
17,white,bxc3,r1bq1rk1pp3ppp2n1pn22pp42PP4P1PBPN25PPPR1BQ1RK1,539
18,black,dxc4,r1bq1rk1pp3ppp2n1pn22p52pP4P1PBPN25PPPR1BQ1RK1,539
19,white,Bxc4,r1bq1rk1pp3ppp2n1pn22p52BP4P1P1PN25PPPR1BQ1RK1,539
20,black,Qc7,r1b2rk1ppq2ppp2n1pn22p52BP4P1P1PN25PPPR1BQ1RK1,539
21,white,Bd3,r1b2rk1ppq2ppp2n1pn22p53P4P1PBPN25PPPR1BQ1RK1,539
22,black,e5,r1b2rk1ppq2ppp2n2n22p1p33P4P1PBPN25PPPR1BQ1RK1,539
23,white,Qc2,r1b2rk1ppq2ppp2n2n22p1p33P4P1PBPN22Q2PPPR1B2RK1,539
24,black,Bg4,r4rk1ppq2ppp2n2n22p1p33P2b1P1PBPN22Q2PPPR1B2RK1,539
25,white,Nxe5,r4rk1ppq2ppp2n2n22p1N33P2b1P1PBP32Q2PPPR1B2RK1,539
26,black,Nxe5,r4rk1ppq2ppp5n22p1n33P2b1P1PBP32Q2PPPR1B2RK1,539
27,white,dxe5,r4rk1ppq2ppp5n22p1P36b1P1PBP32Q2PPPR1B2RK1,539
28,black,Qxe5,r4rk1pp3ppp5n22p1q36b1P1PBP32Q2PPPR1B2RK1,539
29,white,f3,r4rk1pp3ppp5n22p1q36b1P1PBPP22Q3PPR1B2RK1,539
30,black,Bd7,r4rk1pp1b1ppp5n22p1q38P1PBPP22Q3PPR1B2RK1,539
31,white,a4,r4rk1pp1b1ppp5n22p1q3P72PBPP22Q3PPR1B2RK1,539
32,black,Rfe8,r3r1k1pp1b1ppp5n22p1q3P72PBPP22Q3PPR1B2RK1,539
33,white,e4,r3r1k1pp1b1ppp5n22p1q3P3P32PB1P22Q3PPR1B2RK1,539
34,black,c4,r3r1k1pp1b1ppp5n24q3P1p1P32PB1P22Q3PPR1B2RK1,539
35,white,Be2,r3r1k1pp1b1ppp5n24q3P1p1P32P2P22Q1B1PPR1B2RK1,539
36,black,Be6,r3r1k1pp3ppp4bn24q3P1p1P32P2P22Q1B1PPR1B2RK1,539
37,white,Be3,r3r1k1pp3ppp4bn24q3P1p1P32P1BP22Q1B1PPR4RK1,539
38,black,Qc7,r3r1k1ppq2ppp4bn28P1p1P32P1BP22Q1B1PPR4RK1,539
39,white,Rab1,r3r1k1ppq2ppp4bn28P1p1P32P1BP22Q1B1PP1R3RK1,539
40,black,Nd7,r3r1k1ppqn1ppp4b38P1p1P32P1BP22Q1B1PP1R3RK1,539
41,white,Rb5,r3r1k1ppqn1ppp4b31R6P1p1P32P1BP22Q1B1PP5RK1,539
42,black,b6,r3r1k1p1qn1ppp1p2b31R6P1p1P32P1BP22Q1B1PP5RK1,539
43,white,Rfb1,r3r1k1p1qn1ppp1p2b31R6P1p1P32P1BP22Q1B1PP1R4K1,539
44,black,Qc6,r3r1k1p2n1ppp1pq1b31R6P1p1P32P1BP22Q1B1PP1R4K1,539
45,white,Bd4,r3r1k1p2n1ppp1pq1b31R6P1pBP32P2P22Q1B1PP1R4K1,539
46,black,f6,r3r1k1p2n2pp1pq1bp21R6P1pBP32P2P22Q1B1PP1R4K1,539
47,white,Qa2,r3r1k1p2n2pp1pq1bp21R6P1pBP32P2P2Q3B1PP1R4K1,539
48,black,Kh8,r3r2kp2n2pp1pq1bp21R6P1pBP32P2P2Q3B1PP1R4K1,539
49,white,Bf1,r3r2kp2n2pp1pq1bp21R6P1pBP32P2P2Q5PP1R3BK1,539
50,black,h6,r3r2kp2n2p11pq1bp1p1R6P1pBP32P2P2Q5PP1R3BK1,539
51,white,h3,r3r2kp2n2p11pq1bp1p1R6P1pBP32P2P1PQ5P11R3BK1,539
52,black,Rab8,1r2r2kp2n2p11pq1bp1p1R6P1pBP32P2P1PQ5P11R3BK1,539
53,white,a5,1r2r2kp2n2p11pq1bp1pPR62pBP32P2P1PQ5P11R3BK1,539
54,black,Rb7,4r2kpr1n2p11pq1bp1pPR62pBP32P2P1PQ5P11R3BK1,539
55,white,axb6,4r2kpr1n2p11Pq1bp1p1R62pBP32P2P1PQ5P11R3BK1,539
56,black,axb6,4r2k1r1n2p11pq1bp1p1R62pBP32P2P1PQ5P11R3BK1,539
57,white,Qf2,4r2k1r1n2p11pq1bp1p1R62pBP32P2P1P5QP11R3BK1,539
58,black,Ra8,r6k1r1n2p11pq1bp1p1R62pBP32P2P1P5QP11R3BK1,539
59,white,Qb2,r6k1r1n2p11pq1bp1p1R62pBP32P2P1P1Q4P11R3BK1,539
60,black,Rba7,r6kr2n2p11pq1bp1p1R62pBP32P2P1P1Q4P11R3BK1,539
61,white,Bxb6,r6kr2n2p11Bq1bp1p1R62p1P32P2P1P1Q4P11R3BK1,539
62,black,Ra2,r6k3n2p11Bq1bp1p1R62p1P32P2P1PrQ4P11R3BK1,539
63,white,Qb4,r6k3n2p11Bq1bp1p1R61Qp1P32P2P1Pr5P11R3BK1,539
64,black,Rc2,r6k3n2p11Bq1bp1p1R61Qp1P32P2P1P2r3P11R3BK1,539
65,white,Bf2,r6k3n2p12q1bp1p1R61Qp1P32P2P1P2r2BP11R3BK1,539
66,black,Qc7,r6k2qn2p14bp1p1R61Qp1P32P2P1P2r2BP11R3BK1,539
67,white,Qe7,r6k2qnQ1p14bp1p1R62p1P32P2P1P2r2BP11R3BK1,539
68,black,Bxh3,r6k2qnQ1p15p1p1R62p1P32P2P1b2r2BP11R3BK1,539
69,white,gxh3,r6k2qnQ1p15p1p1R62p1P32P2P1P2r2B21R3BK1,539
70,black,Rxf2,r6k2qnQ1p15p1p1R62p1P32P2P1P5r21R3BK1,539
71,white,Kxf2,r6k2qnQ1p15p1p1R62p1P32P2P1P5K21R3B2,539
72,black,Qh2+,r6k3nQ1p15p1p1R62p1P32P2P1P5K1q1R3B2,539
73,white,Bg2,r6k3nQ1p15p1p1R62p1P32P2P1P5KBq1R6,539
74,black,Ne5,r6k4Q1p15p1p1R2n32p1P32P2P1P5KBq1R6,539
75,white,Rb8+,rR5k4Q1p15p1p4n32p1P32P2P1P5KBq1R6,539
76,black,Rxb8,1r5k4Q1p15p1p4n32p1P32P2P1P5KBq1R6,539
77,white,Rxb8+,1R5k4Q1p15p1p4n32p1P32P2P1P5KBq8,539
78,black,Kh7,1R64Q1pk5p1p4n32p1P32P2P1P5KBq8,539
79,white,Rd8,3R44Q1pk5p1p4n32p1P32P2P1P5KBq8,539
80,black,Ng6,3R44Q1pk5pnp82p1P32P2P1P5KBq8,539
81,white,Qe6,3R46pk4Qpnp82p1P32P2P1P5KBq8,539
1,white,e4,rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR,540
2,black,e6,rnbqkbnrpppp1ppp4p384P38PPPP1PPPRNBQKBNR,540
3,white,d4,rnbqkbnrpppp1ppp4p383PP38PPP2PPPRNBQKBNR,540
4,black,d5,rnbqkbnrppp2ppp4p33p43PP38PPP2PPPRNBQKBNR,540
5,white,Nc3,rnbqkbnrppp2ppp4p33p43PP32N5PPP2PPPR1BQKBNR,540
6,black,Nf6,rnbqkb1rppp2ppp4pn23p43PP32N5PPP2PPPR1BQKBNR,540
7,white,Bg5,rnbqkb1rppp2ppp4pn23p2B13PP32N5PPP2PPPR2QKBNR,540
8,black,dxe4,rnbqkb1rppp2ppp4pn26B13Pp32N5PPP2PPPR2QKBNR,540
9,white,Nxe4,rnbqkb1rppp2ppp4pn26B13PN38PPP2PPPR2QKBNR,540
10,black,Be7,rnbqk2rppp1bppp4pn26B13PN38PPP2PPPR2QKBNR,540
11,white,Bxf6,rnbqk2rppp1bppp4pB283PN38PPP2PPPR2QKBNR,540
12,black,Bxf6,rnbqk2rppp2ppp4pb283PN38PPP2PPPR2QKBNR,540
13,white,c3,rnbqk2rppp2ppp4pb283PN32P5PP3PPPR2QKBNR,540
14,black,Nd7,r1bqk2rpppn1ppp4pb283PN32P5PP3PPPR2QKBNR,540
15,white,Nf3,r1bqk2rpppn1ppp4pb283PN32P2N2PP3PPPR2QKB1R,540
16,black,O-O,r1bq1rk1pppn1ppp4pb283PN32P2N2PP3PPPR2QKB1R,540
17,white,Bd3,r1bq1rk1pppn1ppp4pb283PN32PB1N2PP3PPPR2QK2R,540
18,black,e5,r1bq1rk1pppn1ppp5b24p33PN32PB1N2PP3PPPR2QK2R,540
19,white,Qc2,r1bq1rk1pppn1ppp5b24p33PN32PB1N2PPQ2PPPR3K2R,540
20,black,exd4,r1bq1rk1pppn1ppp5b283pN32PB1N2PPQ2PPPR3K2R,540
21,white,cxd4,r1bq1rk1pppn1ppp5b283PN33B1N2PPQ2PPPR3K2R,540
22,black,g6,r1bq1rk1pppn1p1p5bp183PN33B1N2PPQ2PPPR3K2R,540
23,white,h4,r1bq1rk1pppn1p1p5bp183PN2P3B1N2PPQ2PP1R3K2R,540
24,black,Bg7,r1bq1rk1pppn1pbp6p183PN2P3B1N2PPQ2PP1R3K2R,540
25,white,h5,r1bq1rk1pppn1pbp6p17P3PN33B1N2PPQ2PP1R3K2R,540
26,black,Nf6,r1bq1rk1ppp2pbp5np17P3PN33B1N2PPQ2PP1R3K2R,540
27,white,hxg6,r1bq1rk1ppp2pbp5nP183PN33B1N2PPQ2PP1R3K2R,540
28,black,hxg6,r1bq1rk1ppp2pb15np183PN33B1N2PPQ2PP1R3K2R,540
29,white,O-O-O,r1bq1rk1ppp2pb15np183PN33B1N2PPQ2PP12KR3R,540
30,black,Nxe4,r1bq1rk1ppp2pb16p183Pn33B1N2PPQ2PP12KR3R,540
31,white,Bxe4,r1bq1rk1ppp2pb16p183PB35N2PPQ2PP12KR3R,540
32,black,Bg4,r2q1rk1ppp2pb16p183PB1b15N2PPQ2PP12KR3R,540
33,white,Qb3,r2q1rk1ppp2pb16p183PB1b11Q3N2PP3PP12KR3R,540
34,black,Qd6,r4rk1ppp2pb13q2p183PB1b11Q3N2PP3PP12KR3R,540
35,white,Rh4,r4rk1ppp2pb13q2p183PB1bR1Q3N2PP3PP12KR4,540
36,black,Qf4+,r4rk1ppp2pb16p183PBqbR1Q3N2PP3PP12KR4,540
37,white,Qe3,r4rk1ppp2pb16p183PBqbR4QN2PP3PP12KR4,540
38,black,Qxe3+,r4rk1ppp2pb16p183PB1bR4qN2PP3PP12KR4,540
39,white,fxe3,r4rk1ppp2pb16p183PB1bR4PN2PP4P12KR4,540
40,black,Bxf3,r4rk1ppp2pb16p183PB2R4Pb2PP4P12KR4,540
41,white,gxf3,r4rk1ppp2pb16p183PB2R4PP2PP62KR4,540
42,black,c6,r4rk1pp3pb12p3p183PB2R4PP2PP62KR4,540
43,white,Kd2,r4rk1pp3pb12p3p183PB2R4PP2PP1K43R4,540
44,black,Rfe8,r3r1k1pp3pb12p3p183PB2R4PP2PP1K43R4,540
45,white,b4,r3r1k1pp3pb12p3p181P1PB2R4PP2P2K43R4,540
46,black,Bf6,r3r1k1pp3p22p2bp181P1PB2R4PP2P2K43R4,540
47,white,Rg4,r3r1k1pp3p22p2bp181P1PB1R14PP2P2K43R4,540
48,black,Re7,r5k1pp2rp22p2bp181P1PB1R14PP2P2K43R4,540
49,white,Bd3,r5k1pp2rp22p2bp181P1P2R13BPP2P2K43R4,540
50,black,Rae8,4r1k1pp2rp22p2bp181P1P2R13BPP2P2K43R4,540
51,white,Re1,4r1k1pp2rp22p2bp181P1P2R13BPP2P2K44R3,540
52,black,a6,4r1k11p2rp2p1p2bp181P1P2R13BPP2P2K44R3,540
53,white,Bc4,4r1k11p2rp2p1p2bp181PBP2R14PP2P2K44R3,540
54,black,Kg7,4r31p2rpk1p1p2bp181PBP2R14PP2P2K44R3,540
55,white,Rgg1,4r31p2rpk1p1p2bp181PBP44PP2P2K44R1R1,540
56,black,Rh8,7r1p2rpk1p1p2bp181PBP44PP2P2K44R1R1,540
57,white,Rh1,7r1p2rpk1p1p2bp181PBP44PP2P2K44R2R,540
58,black,Rxh1,81p2rpk1p1p2bp181PBP44PP2P2K44R2r,540
59,white,Rxh1,81p2rpk1p1p2bp181PBP44PP2P2K47R,540
60,black,Rd7,81p1r1pk1p1p2bp181PBP44PP2P2K47R,540
61,white,Bb3,81p1r1pk1p1p2bp181P1P41B2PP2P2K47R,540
62,black,Bd8,3b41p1r1pk1p1p3p181P1P41B2PP2P2K47R,540
63,white,f4,3b41p1r1pk1p1p3p181P1P1P21B2P3P2K47R,540
64,black,f5,3b41p1r2k1p1p3p15p21P1P1P21B2P3P2K47R,540
65,white,Kd3,3b41p1r2k1p1p3p15p21P1P1P21B1KP3P77R,540
66,black,a5,3b41p1r2k12p3p1p4p21P1P1P21B1KP3P77R,540
67,white,bxa5,3b41p1r2k12p3p1P4p23P1P21B1KP3P77R,540
68,black,Bxa5,81p1r2k12p3p1b4p23P1P21B1KP3P77R,540
69,white,Rc1,81p1r2k12p3p1b4p23P1P21B1KP3P72R5,540
70,black,Kf6,81p1r42p2kp1b4p23P1P21B1KP3P72R5,540
71,white,Rc4,81p1r42p2kp1b4p22RP1P21B1KP3P78,540
72,black,Rd8,3r41p62p2kp1b4p22RP1P21B1KP3P78,540
73,white,Ke2,3r41p62p2kp1b4p22RP1P21B2P3P3K38,540
74,black,Bc7,3r41pb52p2kp15p22RP1P21B2P3P3K38,540
75,white,Ra4,3r41pb52p2kp15p2R2P1P21B2P3P3K38,540
76,black,g5,3r41pb52p2k25pp1R2P1P21B2P3P3K38,540
77,white,fxg5+,3r41pb52p2k25pP1R2P41B2P3P3K38,540
78,black,Kxg5,3r41pb52p55pk1R2P41B2P3P3K38,540
1,white,d4,rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR,541
2,black,b5,rnbqkbnrp1pppppp81p63P48PPP1PPPPRNBQKBNR,541
3,white,e4,rnbqkbnrp1pppppp81p63PP38PPP2PPPRNBQKBNR,541
4,black,Bb7,rn1qkbnrpbpppppp81p63PP38PPP2PPPRNBQKBNR,541
5,white,f3,rn1qkbnrpbpppppp81p63PP35P2PPP3PPRNBQKBNR,541
6,black,a6,rn1qkbnr1bppppppp71p63PP35P2PPP3PPRNBQKBNR,541
7,white,Be3,rn1qkbnr1bppppppp71p63PP34BP2PPP3PPRN1QKBNR,541
8,black,e6,rn1qkbnr1bpp1pppp3p31p63PP34BP2PPP3PPRN1QKBNR,541
9,white,Nd2,rn1qkbnr1bpp1pppp3p31p63PP34BP2PPPN2PPR2QKBNR,541
10,black,Nf6,rn1qkb1r1bpp1pppp3pn21p63PP34BP2PPPN2PPR2QKBNR,541
11,white,c3,rn1qkb1r1bpp1pppp3pn21p63PP32P1BP2PP1N2PPR2QKBNR,541
12,black,Be7,rn1qk2r1bppbpppp3pn21p63PP32P1BP2PP1N2PPR2QKBNR,541
13,white,Bd3,rn1qk2r1bppbpppp3pn21p63PP32PBBP2PP1N2PPR2QK1NR,541
14,black,d6,rn1qk2r1bp1bpppp2ppn21p63PP32PBBP2PP1N2PPR2QK1NR,541
15,white,a4,rn1qk2r1bp1bpppp2ppn21p6P2PP32PBBP21P1N2PPR2QK1NR,541
16,black,c6,rn1qk2r1b2bpppp1pppn21p6P2PP32PBBP21P1N2PPR2QK1NR,541
17,white,Ne2,rn1qk2r1b2bpppp1pppn21p6P2PP32PBBP21P1NN1PPR2QK2R,541
18,black,Nbd7,r2qk2r1b1nbpppp1pppn21p6P2PP32PBBP21P1NN1PPR2QK2R,541
19,white,O-O,r2qk2r1b1nbpppp1pppn21p6P2PP32PBBP21P1NN1PPR2Q1RK1,541
20,black,O-O,r2q1rk11b1nbpppp1pppn21p6P2PP32PBBP21P1NN1PPR2Q1RK1,541
21,white,Ng3,r2q1rk11b1nbpppp1pppn21p6P2PP32PBBPN11P1N2PPR2Q1RK1,541
22,black,Re8,r2qr1k11b1nbpppp1pppn21p6P2PP32PBBPN11P1N2PPR2Q1RK1,541
23,white,axb5,r2qr1k11b1nbpppp1pppn21P63PP32PBBPN11P1N2PPR2Q1RK1,541
24,black,axb5,r2qr1k11b1nbppp2pppn21p63PP32PBBPN11P1N2PPR2Q1RK1,541
25,white,Rxa8,R2qr1k11b1nbppp2pppn21p63PP32PBBPN11P1N2PP3Q1RK1,541
26,black,Qxa8,q3r1k11b1nbppp2pppn21p63PP32PBBPN11P1N2PP3Q1RK1,541
27,white,Qc2,q3r1k11b1nbppp2pppn21p63PP32PBBPN11PQN2PP5RK1,541
28,black,Bf8,q3rbk11b1n1ppp2pppn21p63PP32PBBPN11PQN2PP5RK1,541
29,white,b4,q3rbk11b1n1ppp2pppn21p61P1PP32PBBPN12QN2PP5RK1,541
30,black,Qb8,1q2rbk11b1n1ppp2pppn21p61P1PP32PBBPN12QN2PP5RK1,541
31,white,Nb3,1q2rbk11b1n1ppp2pppn21p61P1PP31NPBBPN12Q3PP5RK1,541
32,black,g6,1q2rbk11b1n1p1p2pppnp11p61P1PP31NPBBPN12Q3PP5RK1,541
33,white,Ra1,1q2rbk11b1n1p1p2pppnp11p61P1PP31NPBBPN12Q3PPR5K1,541
34,black,e5,1q2rbk11b1n1p1p2pp1np11p2p31P1PP31NPBBPN12Q3PPR5K1,541
35,white,Qf2,1q2rbk11b1n1p1p2pp1np11p2p31P1PP31NPBBPN15QPPR5K1,541
36,black,d5,1q2rbk11b1n1p1p2p2np11p1pp31P1PP31NPBBPN15QPPR5K1,541
37,white,dxe5,1q2rbk11b1n1p1p2p2np11p1pP31P2P31NPBBPN15QPPR5K1,541
38,black,Nxe5,1q2rbk11b3p1p2p2np11p1pn31P2P31NPBBPN15QPPR5K1,541
39,white,Bc2,1q2rbk11b3p1p2p2np11p1pn31P2P31NP1BPN12B2QPPR5K1,541
40,black,Bg7,1q2r1k11b3pbp2p2np11p1pn31P2P31NP1BPN12B2QPPR5K1,541
41,white,Ba7,1q2r1k1Bb3pbp2p2np11p1pn31P2P31NP2PN12B2QPPR5K1,541
42,black,Qc7,4r1k1Bbq2pbp2p2np11p1pn31P2P31NP2PN12B2QPPR5K1,541
43,white,Bb6,4r1k11bq2pbp1Bp2np11p1pn31P2P31NP2PN12B2QPPR5K1,541
44,black,Qb8,1q2r1k11b3pbp1Bp2np11p1pn31P2P31NP2PN12B2QPPR5K1,541
45,white,Ba7,1q2r1k1Bb3pbp2p2np11p1pn31P2P31NP2PN12B2QPPR5K1,541
46,black,Qc7,4r1k1Bbq2pbp2p2np11p1pn31P2P31NP2PN12B2QPPR5K1,541
47,white,Bb6,4r1k11bq2pbp1Bp2np11p1pn31P2P31NP2PN12B2QPPR5K1,541
48,black,Qb8,1q2r1k11b3pbp1Bp2np11p1pn31P2P31NP2PN12B2QPPR5K1,541
49,white,Ba7,1q2r1k1Bb3pbp2p2np11p1pn31P2P31NP2PN12B2QPPR5K1,541
50,black,Qc8,2q1r1k1Bb3pbp2p2np11p1pn31P2P31NP2PN12B2QPPR5K1,541
51,white,Bd4,2q1r1k11b3pbp2p2np11p1pn31P1BP31NP2PN12B2QPPR5K1,541
52,black,h5,2q1r1k11b3pb12p2np11p1pn2p1P1BP31NP2PN12B2QPPR5K1,541
53,white,h3,2q1r1k11b3pb12p2np11p1pn2p1P1BP31NP2PNP2B2QP1R5K1,541
54,black,h4,2q1r1k11b3pb12p2np11p1pn31P1BP2p1NP2PNP2B2QP1R5K1,541
55,white,Nf1,2q1r1k11b3pb12p2np11p1pn31P1BP2p1NP2P1P2B2QP1R4NK1,541
56,black,dxe4,2q1r1k11b3pb12p2np11p2n31P1Bp2p1NP2P1P2B2QP1R4NK1,541
57,white,fxe4,2q1r1k11b3pb12p2np11p2n31P1BP2p1NP4P2B2QP1R4NK1,541
58,black,Ned7,2q1r1k11b1n1pb12p2np11p61P1BP2p1NP4P2B2QP1R4NK1,541
59,white,Nfd2,2q1r1k11b1n1pb12p2np11p61P1BP2p1NP4P2BN1QP1R5K1,541
60,black,c5,2q1r1k11b1n1pb15np11pp51P1BP2p1NP4P2BN1QP1R5K1,541
61,white,Nxc5,2q1r1k11b1n1pb15np11pN51P1BP2p2P4P2BN1QP1R5K1,541
62,black,Nxc5,2q1r1k11b3pb15np11pn51P1BP2p2P4P2BN1QP1R5K1,541
63,white,bxc5,2q1r1k11b3pb15np11pP53BP2p2P4P2BN1QP1R5K1,541
64,black,Bxe4,2q1r1k15pb15np11pP53Bb2p2P4P2BN1QP1R5K1,541
65,white,Bb3,2q1r1k15pb15np11pP53Bb2p1BP4P3N1QP1R5K1,541
66,black,Bf5,2q1r1k15pb15np11pP2b23B3p1BP4P3N1QP1R5K1,541
67,white,Ra7,2q1r1k1R4pb15np11pP2b23B3p1BP4P3N1QP16K1,541
68,black,Nd7,2q1r1k1R2n1pb16p11pP2b23B3p1BP4P3N1QP16K1,541
69,white,Nf3,2q1r1k1R2n1pb16p11pP2b23B3p1BP2N1P5QP16K1,541
70,black,Qb8,1q2r1k1R2n1pb16p11pP2b23B3p1BP2N1P5QP16K1,541
1,white,e4,rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR,542
2,black,e6,rnbqkbnrpppp1ppp4p384P38PPPP1PPPRNBQKBNR,542
3,white,d4,rnbqkbnrpppp1ppp4p383PP38PPP2PPPRNBQKBNR,542
4,black,d5,rnbqkbnrppp2ppp4p33p43PP38PPP2PPPRNBQKBNR,542
5,white,Nc3,rnbqkbnrppp2ppp4p33p43PP32N5PPP2PPPR1BQKBNR,542
6,black,Nf6,rnbqkb1rppp2ppp4pn23p43PP32N5PPP2PPPR1BQKBNR,542
7,white,Bg5,rnbqkb1rppp2ppp4pn23p2B13PP32N5PPP2PPPR2QKBNR,542
8,black,dxe4,rnbqkb1rppp2ppp4pn26B13Pp32N5PPP2PPPR2QKBNR,542
9,white,Nxe4,rnbqkb1rppp2ppp4pn26B13PN38PPP2PPPR2QKBNR,542
10,black,Be7,rnbqk2rppp1bppp4pn26B13PN38PPP2PPPR2QKBNR,542
11,white,Bxf6,rnbqk2rppp1bppp4pB283PN38PPP2PPPR2QKBNR,542
12,black,Bxf6,rnbqk2rppp2ppp4pb283PN38PPP2PPPR2QKBNR,542
13,white,Nf3,rnbqk2rppp2ppp4pb283PN35N2PPP2PPPR2QKB1R,542
14,black,Bd7,rn1qk2rpppb1ppp4pb283PN35N2PPP2PPPR2QKB1R,542
15,white,Qd2,rn1qk2rpppb1ppp4pb283PN35N2PPPQ1PPPR3KB1R,542
16,black,Bc6,rn1qk2rppp2ppp2b1pb283PN35N2PPPQ1PPPR3KB1R,542
17,white,Nxf6+,rn1qk2rppp2ppp2b1pN283P45N2PPPQ1PPPR3KB1R,542
18,black,Qxf6,rn2k2rppp2ppp2b1pq283P45N2PPPQ1PPPR3KB1R,542
19,white,Ne5,rn2k2rppp2ppp2b1pq24N33P48PPPQ1PPPR3KB1R,542
20,black,O-O,rn3rk1ppp2ppp2b1pq24N33P48PPPQ1PPPR3KB1R,542
21,white,O-O-O,rn3rk1ppp2ppp2b1pq24N33P48PPPQ1PPP2KR1B1R,542
22,black,Nd7,r4rk1pppn1ppp2b1pq24N33P48PPPQ1PPP2KR1B1R,542
23,white,Nxc6,r4rk1pppn1ppp2N1pq283P48PPPQ1PPP2KR1B1R,542
24,black,bxc6,r4rk1p1pn1ppp2p1pq283P48PPPQ1PPP2KR1B1R,542
25,white,h4,r4rk1p1pn1ppp2p1pq283P3P8PPPQ1PP12KR1B1R,542
26,black,Rab8,1r3rk1p1pn1ppp2p1pq283P3P8PPPQ1PP12KR1B1R,542
27,white,Rh3,1r3rk1p1pn1ppp2p1pq283P3P7RPPPQ1PP12KR1B2,542
28,black,c5,1r3rk1p1pn1ppp4pq22p53P3P7RPPPQ1PP12KR1B2,542
29,white,Qg5,1r3rk1p1pn1ppp4pq22p3Q13P3P7RPPP2PP12KR1B2,542
30,black,cxd4,1r3rk1p1pn1ppp4pq26Q13p3P7RPPP2PP12KR1B2,542
31,white,Qxf6,1r3rk1p1pn1ppp4pQ283p3P7RPPP2PP12KR1B2,542
32,black,Nxf6,1r3rk1p1p2ppp4pn283p3P7RPPP2PP12KR1B2,542
33,white,Rxd4,1r3rk1p1p2ppp4pn283R3P7RPPP2PP12K2B2,542
34,black,Rb7,5rk1prp2ppp4pn283R3P7RPPP2PP12K2B2,542
35,white,Rb3,5rk1prp2ppp4pn283R3P1R6PPP2PP12K2B2,542
36,black,Rxb3,5rk1p1p2ppp4pn283R3P1r6PPP2PP12K2B2,542
37,white,axb3,5rk1p1p2ppp4pn283R3P1P61PP2PP12K2B2,542
38,black,Ra8,r5k1p1p2ppp4pn283R3P1P61PP2PP12K2B2,542
39,white,Rc4,r5k1p1p2ppp4pn282R4P1P61PP2PP12K2B2,542
40,black,Ne8,r3n1k1p1p2ppp4p382R4P1P61PP2PP12K2B2,542
41,white,Ra4,r3n1k1p1p2ppp4p38R6P1P61PP2PP12K2B2,542
42,black,Nd6,r5k1p1p2ppp3np38R6P1P61PP2PP12K2B2,542
43,white,g3,r5k1p1p2ppp3np38R6P1P4P11PP2P22K2B2,542
44,black,Kf8,r4k2p1p2ppp3np38R6P1P4P11PP2P22K2B2,542
45,white,Bg2,r4k2p1p2ppp3np38R6P1P4P11PP2PB12K5,542
46,black,Rc8,2r2k2p1p2ppp3np38R6P1P4P11PP2PB12K5,542
47,white,Rxa7,2r2k2R1p2ppp3np387P1P4P11PP2PB12K5,542
48,black,Ke7,2r5R1p1kppp3np387P1P4P11PP2PB12K5,542
49,white,Kd2,2r5R1p1kppp3np387P1P4P11PPK1PB18,542
50,black,h6,2r5R1p1kpp13np2p87P1P4P11PPK1PB18,542
51,white,c4,2r5R1p1kpp13np2p82P4P1P4P11P1K1PB18,542
52,black,g5,2r5R1p1kp23np2p6p12P4P1P4P11P1K1PB18,542
53,white,hxg5,2r5R1p1kp23np2p6P12P51P4P11P1K1PB18,542
54,black,hxg5,2r5R1p1kp23np36p12P51P4P11P1K1PB18,542
55,white,Kc3,2r5R1p1kp23np36p12P51PK3P11P3PB18,542
56,black,Kd7,2r5R1pk1p23np36p12P51PK3P11P3PB18,542
57,white,b4,2r5R1pk1p23np36p11PP52K3P11P3PB18,542
58,black,Rh8,7rR1pk1p23np36p11PP52K3P11P3PB18,542
59,white,b5,7rR1pk1p23np31P4p12P52K3P11P3PB18,542
60,black,Rh2,8R1pk1p23np31P4p12P52K3P11P3PBr8,542
61,white,Bc6+,8R1pk1p22Bnp31P4p12P52K3P11P3P1r8,542
62,black,Kd8,3k4R1p2p22Bnp31P4p12P52K3P11P3P1r8,542
1,white,d4,rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR,543
2,black,Nf6,rnbqkb1rpppppppp5n283P48PPP1PPPPRNBQKBNR,543
3,white,c4,rnbqkb1rpppppppp5n282PP48PP2PPPPRNBQKBNR,543
4,black,g6,rnbqkb1rpppppp1p5np182PP48PP2PPPPRNBQKBNR,543
5,white,g3,rnbqkb1rpppppp1p5np182PP46P1PP2PP1PRNBQKBNR,543
6,black,Bg7,rnbqk2rppppppbp5np182PP46P1PP2PP1PRNBQKBNR,543
7,white,Bg2,rnbqk2rppppppbp5np182PP46P1PP2PPBPRNBQK1NR,543
8,black,O-O,rnbq1rk1ppppppbp5np182PP46P1PP2PPBPRNBQK1NR,543
9,white,Nc3,rnbq1rk1ppppppbp5np182PP42N3P1PP2PPBPR1BQK1NR,543
